session_duration,bytes_sent,bytes_received,failed_logins,country_risk_score,is_vpn,is_malicious
252,89260,13803,9,90,1,0
415,43616,53180,3,58,1,1
787,29161,30915,9,28,1,1
445,24270,29665,4,14,0,1
876,8124,63421,0,9,0,1
182,82314,58553,4,26,0,1
167,86047,88578,0,2,1,0
91,43903,33261,8,75,0,0
714,19396,56091,6,81,1,0
858,91929,9816,2,34,1,0
531,92808,33449,8,19,1,1
39,86764,47198,1,39,1,1
126,18357,232,6,82,1,0
451,12955,52090,8,13,0,1
173,85278,69021,5,5,0,0
653,20125,36638,9,50,0,1
754,4558,99379,4,23,0,1
220,63710,7313,6,88,0,0
638,70943,44323,5,29,0,0
58,84061,91755,4,72,1,0
660,49931,68471,1,26,0,1
476,43527,68374,7,79,1,1
456,93909,4234,6,57,1,1
829,38606,91528,5,1,1,0
895,5768,39701,4,28,1,0
361,91570,73989,4,62,1,0
935,47295,15790,8,47,0,1
1,73333,2009,0,78,0,1
387,24517,91339,8,98,0,0
973,82082,80132,5,59,1,0
348,10851,12162,3,31,0,0
190,46318,75486,9,70,0,1
505,7452,93337,6,49,1,1
191,79152,34831,8,5,1,0
508,88935,5253,4,31,0,0
369,97593,10581,4,37,1,0
409,29027,99370,7,79,1,1
824,41194,66525,6,15,1,1
929,54222,63700,7,52,0,1
934,29593,85081,9,69,1,0
117,92347,72097,1,92,1,0
134,73639,28305,8,97,1,0
58,31807,88987,2,11,1,0
556,68914,81642,5,43,1,0
685,7396,44249,5,70,0,0
672,25498,49212,1,23,0,0
173,35942,11040,6,40,1,0
829,13361,59110,8,63,1,0
815,76809,76894,9,2,0,0
149,96085,24585,0,79,0,0
80,56804,89399,7,87,1,1
886,67273,1167,1,86,1,0
213,31881,20707,0,73,0,0
203,13752,61697,7,47,1,1
764,5203,74654,1,30,1,0
229,25600,48621,5,16,0,1
676,35629,15287,5,59,0,1
227,18552,4085,4,47,0,0
659,49493,43152,7,30,0,0
532,31274,19663,2,9,1,1
441,64550,47422,9,65,1,0
402,35536,61345,3,59,1,0
47,47506,51614,6,64,1,0
233,63159,18708,6,8,0,1
305,16054,67362,7,52,0,1
526,82822,92218,1,18,1,0
143,12456,71427,1,91,1,0
415,98599,57325,3,82,1,1
513,2287,74094,9,96,0,1
373,77343,17321,8,58,0,0
566,35198,48606,9,49,0,0
886,92571,21068,8,32,1,0
259,21325,82706,3,48,1,1
656,3706,28037,8,45,1,1
471,57720,62535,2,54,0,0
953,32928,49608,4,85,1,1
971,26589,41931,9,46,0,0
12,14487,43033,8,96,1,0
330,69563,47407,5,31,1,0
736,71932,48440,2,37,0,0
784,96080,86438,9,16,0,0
968,2691,43701,8,46,1,1
358,48616,76056,5,46,0,1
972,91783,72278,3,78,0,0
408,62161,85411,3,88,0,1
668,66836,28854,7,89,0,0
373,81357,43410,6,61,0,1
8,61853,69993,0,46,1,1
122,84874,86899,5,51,1,1
348,11187,48467,7,62,1,1
676,30916,13301,2,35,1,0
90,23508,2839,8,81,0,1
648,236,13331,9,42,1,1
698,17513,42595,1,45,0,1
316,59600,21268,5,68,1,1
178,84614,32724,0,75,1,1
540,56458,10735,1,47,0,1
732,66297,10064,4,79,1,1
869,92889,27885,0,30,1,1
41,92520,95146,7,24,1,0
740,32954,82897,0,66,1,0
704,76340,84890,8,43,1,0
923,90163,77028,9,34,1,1
502,16422,12436,2,23,1,0
959,7068,77575,1,61,0,0
145,27618,27512,0,95,1,0
201,52025,82312,8,37,1,1
929,59948,75479,3,13,1,0
724,93522,45691,0,97,1,0
461,1800,61850,0,71,1,0
732,93882,90748,6,96,1,0
752,23299,96234,1,7,0,0
925,44689,35554,6,42,1,0
909,32215,98637,6,38,1,0
558,62034,62772,9,52,0,1
547,54416,27328,8,44,0,0
253,5620,14529,6,64,1,0
390,36555,84394,0,13,1,1
594,86565,67908,7,88,1,1
883,41705,82986,7,28,0,1
256,15055,53115,3,96,0,1
709,44149,88174,7,82,1,1
815,14017,69036,3,98,1,0
921,70393,81007,7,98,0,0
450,78681,57478,4,1,0,0
10,65025,37410,3,43,0,1
824,70369,83783,5,42,0,0
798,31054,68927,1,95,1,0
242,96771,35356,1,50,0,1
251,72717,76528,1,60,0,1
877,41558,99962,8,1,1,0
5,89137,38989,9,51,0,1
119,21213,51528,2,16,1,0
801,90326,37307,9,39,0,1
374,44039,50355,3,15,1,0
65,29445,91631,9,33,0,0
146,46413,5509,7,87,1,0
224,92465,42538,3,53,1,1
239,69266,95459,9,98,0,1
177,47961,7969,9,17,1,1
779,97506,56962,6,89,1,1
853,49398,88037,4,6,0,0
282,47321,26058,8,31,1,0
63,45042,76402,3,69,1,0
217,3553,19868,2,40,0,0
854,55035,96430,1,30,0,1
827,43470,26245,0,69,1,1
795,8428,75722,5,76,1,1
689,15634,26542,9,7,1,1
461,85380,82048,1,13,1,0
929,85025,25696,7,4,1,1
610,36420,75891,5,50,0,1
105,49270,42506,4,3,1,1
99,80301,40624,1,12,0,0
511,8740,23432,6,65,0,0
385,91157,15864,1,27,0,0
405,30149,27663,4,50,0,1
823,5718,87775,1,77,1,0
518,56153,36470,9,17,1,0
476,2020,5162,1,72,1,0
977,44037,44745,6,32,0,0
709,69824,7344,8,84,0,0
863,12307,6472,4,51,1,0
645,65874,85601,6,17,0,1
870,33072,64571,3,34,1,1
771,10899,17056,1,35,0,0
437,71188,40573,2,99,0,1
23,29016,13994,1,24,0,0
997,70563,99018,4,54,0,1
565,93600,69686,5,18,0,0
677,76800,16809,6,50,0,1
714,37258,81358,2,46,0,0
458,84707,15310,3,48,1,0
83,71796,49610,7,33,1,1
145,61610,38774,3,87,0,0
85,58792,17833,6,89,0,1
78,61844,20180,5,27,1,0
457,15910,53512,6,1,0,0
878,5226,59071,0,85,1,0
1,30109,39809,2,59,1,0
51,99220,59946,5,10,1,1
685,91032,65580,2,95,1,1
717,292,53060,6,25,1,1
772,36513,41252,8,84,0,1
446,12916,27350,2,57,0,1
449,39182,85865,0,66,1,0
881,65148,48237,9,15,0,0
488,51040,82111,5,28,1,1
800,32230,46512,0,13,0,0
34,40242,43976,0,14,0,1
348,36568,94647,7,66,0,0
95,30798,73764,8,34,0,1
72,10755,50327,1,99,0,0
551,47997,32550,8,25,0,0
154,30175,84533,4,54,0,1
250,9459,73804,7,79,0,0
674,42156,6961,6,12,1,1
438,51931,62014,6,9,1,0
118,59291,63988,3,31,0,1
771,33372,79386,1,78,0,0
891,14771,61393,4,93,0,1
306,27148,82624,2,53,1,0
268,76374,68615,8,43,0,0
961,26063,23624,5,38,0,1
54,44054,7165,0,42,1,1
236,72409,37784,2,72,1,1
389,95530,88820,3,48,1,1
990,817,33465,8,67,0,0
734,11776,58976,5,66,1,0
763,4534,23804,3,16,0,0
825,49910,57957,0,83,1,0
401,94736,5722,7,94,0,0
624,5094,83897,1,16,0,1
767,4334,94055,7,31,0,1
303,69400,91241,5,58,1,1
919,44049,94807,7,28,0,1
207,37505,87800,5,4,0,1
229,34972,79432,4,10,0,0
853,42315,96956,4,51,1,0
910,23285,66301,9,18,0,1
578,43542,32794,9,47,0,1
75,51859,89866,7,32,0,1
435,41253,23095,6,30,0,0
103,77635,92420,7,36,1,1
422,2681,80241,7,9,0,1
704,51817,83099,6,36,1,1
764,2863,8519,1,29,1,0
738,93010,48052,8,16,0,1
806,55580,33937,6,92,1,0
306,38859,70899,5,21,1,1
98,76167,48977,8,64,1,1
850,25407,45787,0,66,0,0
798,96471,99767,1,59,1,0
335,11164,37376,0,99,1,1
859,76948,34623,9,28,0,1
435,37648,66155,2,55,0,0
447,37045,54715,4,31,1,0
994,48037,96742,0,33,1,1
308,6576,10614,3,87,1,0
249,51856,47556,7,60,0,0
166,90201,7333,5,41,1,1
481,2482,1202,0,81,0,1
984,49783,66233,0,46,1,1
335,88099,46815,2,49,1,0
542,45376,85293,9,65,0,1
759,33502,6356,7,42,1,1
106,91981,64900,7,23,0,0
563,27046,95037,2,27,1,1
81,79798,41648,6,89,0,0
133,74033,72190,2,32,0,0
797,22435,78300,3,83,1,1
900,45195,42467,8,88,0,1
138,80030,90022,3,3,1,0
184,27297,70482,2,60,0,1
401,22110,26305,4,76,0,0
330,24223,25670,6,99,0,0
785,88023,30355,4,79,1,1
508,2990,21282,3,17,0,1
852,93405,39473,7,32,0,0
984,8126,43119,3,7,0,0
69,65025,62719,1,83,1,1
546,68942,16143,9,71,1,0
774,33765,45632,5,69,0,0
53,9377,66036,1,58,0,0
450,42339,19339,2,40,1,1
205,47764,10516,0,85,0,0
126,48108,3512,4,48,0,0
747,14783,82076,8,51,0,1
43,770,24506,1,57,0,0
752,89311,1975,6,71,0,0
971,17989,37166,4,37,0,1
883,55712,5852,1,87,1,1
111,44635,86853,7,75,0,1
761,78642,78125,5,74,0,1
663,54419,1453,3,85,1,1
183,92167,27086,3,55,1,0
848,21739,87007,1,41,1,0
95,64812,14791,2,97,1,1
971,16733,69947,6,20,0,0
374,34760,48175,2,33,1,1
912,69075,10894,4,40,0,0
520,32272,68570,9,99,1,0
900,59297,16506,5,34,1,0
360,58947,76030,5,62,1,1
900,11677,26972,3,91,0,1
696,77399,41808,5,19,1,1
281,20276,20900,2,43,1,0
195,44486,43497,6,69,1,1
864,64072,38009,6,63,0,0
195,89891,21452,3,93,0,0
667,41103,93948,1,10,1,1
93,20096,15538,6,13,0,0
672,86698,89021,2,93,1,0
946,36031,45099,0,5,0,0
61,35810,18582,1,58,1,1
634,34793,32571,9,59,0,1
51,35840,47379,8,76,1,1
403,77341,54313,7,59,0,0
789,93683,13126,5,77,0,0
5,76602,85284,5,86,1,1
466,17474,5535,0,15,1,0
604,76774,8593,1,77,0,1
682,81571,72327,3,1,1,1
829,46013,59421,2,38,1,1
534,66125,2863,0,53,1,1
405,44616,20489,7,52,1,0
838,87896,31598,6,1,0,0
513,26169,63855,3,11,1,0
645,56333,35925,8,58,0,1
233,84911,17034,3,40,0,0
524,59149,5674,0,86,1,1
346,39278,38279,9,99,1,1
46,32921,1687,0,60,0,1
546,51827,42882,0,44,1,0
945,61035,54512,0,6,1,1
78,17099,60661,3,28,0,0
730,62622,77324,0,31,0,0
813,38812,4509,1,8,0,0
923,64651,71419,3,5,1,0
73,40272,99116,6,54,1,0
794,33822,26851,1,17,0,0
249,10725,38274,7,38,0,0
47,67265,56672,6,9,1,0
121,76609,61516,8,74,1,1
214,6959,12141,5,84,1,1
239,41709,23327,3,78,0,0
56,43407,35301,5,14,1,0
350,21939,36169,3,26,1,0
107,27316,82290,6,93,0,0
831,53053,26470,8,62,1,0
48,84581,95118,2,91,0,1
573,60693,11686,2,25,1,0
337,72175,50331,1,80,0,0
26,49622,5422,0,36,0,0
804,99261,65394,0,98,0,1
257,4986,79568,2,80,1,1
8,7585,29399,6,33,1,0
625,31555,90815,8,3,1,1
867,16867,70893,1,87,1,1
253,28553,46601,6,11,0,1
692,76380,57234,0,58,1,1
719,53542,9877,1,64,1,1
303,51977,11349,5,18,0,1
639,12326,21490,4,47,0,1
56,93505,20469,7,44,0,1
726,22688,12981,1,93,0,0
526,79076,9687,0,59,1,0
474,31809,93900,6,50,0,1
28,47888,74427,5,69,1,1
983,88131,88011,7,88,1,0
78,37119,88247,7,29,0,0
216,45048,7933,1,93,0,1
386,65233,47113,7,90,0,0
365,66558,63720,5,67,0,1
666,27626,15854,8,2,0,0
526,73593,78213,6,25,1,1
699,52298,96731,1,19,0,0
312,99634,86884,7,40,1,1
883,43495,35382,8,2,0,0
7,24131,36837,6,83,1,0
3,75642,97527,3,65,1,1
623,37801,24224,8,62,1,1
919,26039,70202,3,91,0,0
750,49245,2296,3,54,0,0
363,20424,61627,8,45,0,1
751,22967,96751,7,49,1,0
508,303,85495,3,99,1,0
274,16644,11445,7,69,0,0
506,15999,34177,7,38,0,0
806,29163,66500,6,4,1,0
739,90980,12155,9,17,1,1
883,3848,85383,5,53,0,0
15,66729,44584,7,85,0,0
192,80864,77614,6,53,0,1
985,20984,90235,4,31,1,1
631,25283,35871,3,22,1,1
485,81670,57754,1,11,0,1
28,71346,46640,7,34,0,1
714,19359,83251,8,15,0,0
39,36059,29477,3,10,0,0
953,33557,95667,3,96,0,0
273,85779,49673,4,53,1,1
231,2203,42833,1,48,0,1
86,66001,11860,6,31,1,1
474,44635,99350,4,37,1,0
126,16203,25862,5,28,1,0
812,98146,51086,3,31,1,0
537,90112,34432,7,70,1,0
145,78378,40200,7,14,1,0
525,12491,5044,4,87,1,0
212,29001,48925,5,16,1,1
25,97637,13977,2,25,0,0
580,81259,30090,0,39,0,0
394,68014,99712,8,66,0,0
67,50457,55383,8,38,0,0
233,87008,3358,2,41,0,0
109,38537,31729,3,98,1,1
146,35603,37679,6,40,1,0
111,96382,23058,1,64,1,0
228,93559,39565,2,89,1,1
111,75503,85953,5,16,1,1
470,41358,15875,7,82,0,0
34,33824,76675,0,77,0,0
623,64386,94733,3,59,1,0
776,74942,34307,0,91,0,0
936,15008,22653,1,98,0,0
369,92717,53732,7,11,0,1
748,50726,155,5,1,0,1
595,37328,88797,8,13,0,0
554,23486,32973,1,30,1,0
425,46854,80820,2,69,0,1
613,28402,66305,8,18,0,1
518,60915,78299,8,78,1,0
692,84848,25418,5,13,1,0
282,63444,33834,2,32,1,0
320,35718,82327,4,71,1,0
738,76334,18622,1,72,1,0
443,61214,11756,6,50,1,0
952,70230,15993,9,71,1,1
315,25625,16593,7,80,1,1
877,79918,3732,5,31,0,1
966,14434,95972,7,51,1,1
741,94815,88748,1,27,1,0
377,62867,61879,2,60,0,1
289,6744,38552,6,33,1,1
437,33033,13366,9,53,1,0
662,43569,61707,0,93,1,1
277,33787,17040,6,72,1,0
710,52756,24103,5,33,0,0
582,17475,98508,7,41,0,1
503,65306,34915,6,19,1,1
624,96562,30969,3,85,0,1
516,36707,49397,2,41,0,0
350,83278,60207,2,85,0,1
843,24093,82893,3,89,0,0
446,44486,16782,8,42,0,1
830,46387,19722,8,23,0,0
350,86824,30508,1,75,1,1
607,98232,8937,4,33,1,1
664,93408,64310,0,20,0,0
823,96493,15507,3,25,0,1
137,76412,29409,1,90,0,1
759,98471,72018,7,52,1,0
899,75424,93290,3,12,1,1
243,71296,18995,4,32,1,1
543,70114,99187,3,33,1,0
40,8310,87012,4,74,1,1
229,11022,470,4,68,1,0
548,36389,586,4,15,0,1
920,33440,23862,2,51,1,1
223,39950,26713,6,6,1,0
6,57084,3296,2,91,1,1
322,84278,95037,1,69,0,0
468,11194,76449,2,69,1,0
732,88059,64939,2,82,0,1
75,33518,42016,7,92,0,0
4,5841,8672,3,35,1,1
847,72474,28325,2,86,1,0
646,68898,45953,9,34,1,1
118,70632,49490,4,63,0,1
881,22264,32375,3,68,1,0
606,35695,72479,8,18,0,1
504,30357,1205,7,26,0,1
998,14311,59996,6,86,1,1
947,96089,43309,7,97,1,0
574,5332,97275,4,61,1,1
441,67853,42587,3,78,0,1
194,52791,18151,6,95,1,0
847,89865,94344,0,74,0,1
715,79868,77500,5,88,1,0
392,25713,67061,7,85,0,0
26,14126,60256,6,48,1,1
435,53635,57275,1,72,1,0
173,94190,6949,6,96,0,1
300,31008,19076,5,31,0,1
645,52213,99894,4,34,1,1
326,19710,56966,3,87,0,0
410,46746,47178,0,89,0,0
118,63285,31213,1,7,0,1
836,72667,15501,6,83,0,1
787,47674,12984,9,7,1,0
724,91151,84460,2,47,0,1
225,36282,37663,4,8,1,0
532,670,34514,7,78,1,0
113,97890,16242,7,1,1,1
140,19388,71592,5,77,0,1
559,78924,79564,4,3,1,1
1,29977,75357,1,53,1,0
90,84525,76793,8,92,1,0
654,1017,35235,0,38,1,0
320,75702,72332,1,51,1,0
550,95140,27962,0,15,0,1
805,64675,5290,3,67,1,0
894,72618,70299,3,64,0,1
139,39204,4431,4,68,1,0
511,18162,52286,4,5,1,0
868,17099,44748,7,90,0,1
845,61945,28649,2,89,0,0
259,10041,81882,5,10,1,1
673,61269,25861,2,8,1,0
902,23570,3362,1,12,1,1
690,59921,51359,7,64,1,0
10,86769,72672,0,59,1,0
261,44535,53572,8,67,0,1
919,4629,87958,6,91,1,1
650,83155,84767,9,50,1,1
172,12292,4777,3,23,0,0
898,74202,73608,2,40,0,0
13,72862,80965,5,97,1,0
168,86895,50717,8,78,0,0
642,34187,86129,8,87,0,0
596,66777,18695,3,95,0,0
321,4727,87559,9,77,1,1
319,56641,60248,4,76,1,0
613,68326,47026,8,99,1,0
329,3355,75371,1,18,0,1
785,57533,34557,1,21,1,1
777,5313,42631,4,1,1,1
971,19504,73363,0,38,0,1
911,25480,73400,7,41,1,1
920,91156,63271,4,42,0,0
550,19273,45871,9,9,0,0
419,53127,93235,1,23,0,1
606,24089,66454,8,78,0,1
95,24619,37389,1,11,1,0
817,22539,33992,6,71,1,1
581,77049,71296,7,31,1,0
318,15095,95157,5,88,0,0
956,23659,38509,6,26,1,1
236,89149,34570,0,30,1,0
946,5121,18485,3,34,0,0
334,98100,23396,6,46,0,0
885,21219,61816,0,69,1,0
376,51639,89252,0,5,0,1
459,94935,26482,5,61,1,1
137,39450,76775,3,83,0,1
930,46323,97696,2,38,0,1
588,25617,22519,4,28,1,1
995,78753,93421,8,26,0,0
547,22350,81338,9,61,0,0
513,84586,94853,9,23,0,0
296,82995,39391,9,46,1,0
320,89232,12497,2,30,1,1
918,91166,57988,4,67,1,1
572,66898,35269,9,92,0,0
832,54299,62282,4,33,0,1
349,59646,92576,8,3,0,0
840,88251,42349,9,69,0,0
779,3427,28441,3,83,1,1
873,29868,75703,0,42,1,1
229,64518,46244,9,62,0,1
270,94486,61872,4,58,1,0
828,42888,79460,0,57,1,1
798,82484,13544,5,1,1,0
291,46930,45747,9,73,0,1
725,52546,98943,9,60,1,0
165,15260,11074,6,69,1,1
5,56683,38483,0,59,1,0
851,34098,94926,9,46,1,0
379,27330,81652,3,34,1,1
78,9176,97748,8,97,0,0
410,69441,94149,0,25,1,1
574,31185,3056,8,42,1,1
132,55671,8177,7,29,0,1
601,14815,36590,4,25,1,0
749,5850,55712,5,54,0,1
42,78868,36259,6,73,0,0
89,36003,39810,3,67,0,1
402,72589,83636,5,15,0,1
296,32193,13906,6,4,1,0
840,91136,78445,5,38,1,0
295,88054,80491,5,20,0,1
616,34414,95024,1,23,1,0
526,48325,6558,4,37,0,1
800,88085,35624,2,62,1,0
691,83114,6953,6,8,1,0
637,35279,40577,3,37,0,1
422,25438,32322,0,45,1,0
865,92535,18420,5,97,0,1
23,69781,94254,5,33,1,1
575,32201,52343,6,7,1,0
143,2875,45715,7,22,1,1
993,97283,17452,2,5,0,0
665,45719,72933,5,15,0,0
145,45938,93576,9,21,0,1
225,19639,3303,1,89,1,0
503,57224,39367,8,17,0,1
962,65249,38041,1,56,0,1
974,26716,82909,2,50,0,0
821,79755,25468,9,7,1,0
616,90795,77286,1,50,1,1
104,54667,31084,8,60,1,1
947,37199,42041,0,83,1,1
39,75931,73018,4,7,0,0
947,61899,52783,0,40,1,0
198,90321,901,4,45,0,1
646,25579,48065,7,59,1,0
579,46272,85369,7,88,0,1
391,99265,10069,7,75,0,0
179,55963,36069,1,55,1,1
968,42143,82369,7,64,0,1
554,82669,32549,4,65,0,1
448,15508,91779,0,54,0,1
500,58080,25805,6,96,0,1
15,83056,60403,5,40,1,1
623,16451,28463,4,53,1,0
669,4231,30820,0,44,0,1
289,44925,10072,0,63,1,1
478,11449,33451,5,2,0,1
231,61031,36245,9,79,0,1
923,44354,88048,6,21,1,1
420,38325,89714,9,88,0,0
157,12553,88216,9,50,1,1
550,18914,56335,0,81,0,1
441,18363,14955,8,52,1,1
97,77794,36269,3,9,1,1
997,15835,46504,4,99,0,0
411,15930,19669,1,20,1,0
951,47993,54537,9,83,0,1
289,44773,48606,7,18,1,1
254,89562,25838,1,84,0,0
196,45166,6872,2,30,1,1
598,3473,90510,8,65,1,0
834,10435,19831,1,24,1,1
522,23841,10231,5,88,0,0
517,10792,66424,3,47,1,0
635,47395,54197,6,83,0,1
842,45641,81820,5,94,1,1
865,34157,96533,9,90,1,1
118,67083,2989,8,44,0,1
806,19683,9669,8,29,1,0
909,22865,87293,9,77,0,0
159,59387,75777,3,68,0,1
815,24006,85292,0,17,0,0
228,85203,87254,1,97,0,1
877,79775,77570,7,5,0,1
216,46625,88922,9,92,1,1
948,38330,7712,7,88,0,0
696,19620,51744,1,81,1,1
15,85338,32169,3,50,0,0
157,52034,81841,0,40,0,1
648,25666,27431,6,46,1,0
261,73293,55997,3,51,1,0
157,30234,14034,7,11,0,0
47,10445,10195,8,12,0,0
324,41285,91594,8,13,1,1
844,93049,18806,2,64,1,0
685,70844,43616,4,8,0,0
130,33555,97108,5,65,0,1
411,28118,34729,5,9,0,0
95,54319,47010,9,92,1,1
627,46091,88640,7,2,0,0
755,73716,20531,5,78,1,1
932,87538,56833,5,13,1,0
292,9586,40188,3,2,0,0
794,38962,44235,6,68,0,0
811,58970,38115,7,76,1,0
283,86794,31485,2,48,0,1
69,43956,70299,6,74,0,0
660,86155,38777,2,3,1,1
11,31479,12918,7,68,0,1
254,64829,88322,0,6,1,1
842,28478,63101,0,87,1,1
872,54453,24077,5,5,0,0
550,50096,49932,9,3,1,0
134,14131,41031,8,10,1,0
712,80172,84090,3,43,0,0
23,66082,78994,5,19,1,0
815,36783,72304,4,14,0,0
346,17718,45884,0,21,1,1
302,6687,10021,5,43,1,1
363,62890,35059,8,28,1,0
396,31580,32428,2,21,1,0
218,98630,8959,2,36,1,0
141,20627,89606,1,24,1,1
616,23669,74508,3,54,1,0
958,11251,84866,9,38,0,0
210,71194,26808,2,17,1,0
985,59274,18947,1,22,0,1
993,44839,56089,0,83,1,1
623,33054,92741,2,45,1,0
616,35403,5022,9,74,0,1
828,34800,70028,5,61,0,1
683,93136,52435,8,11,0,1
460,67668,13641,4,61,1,0
356,66888,19651,2,38,0,0
324,71145,19481,4,66,1,1
133,37942,55773,4,33,1,1
888,14000,23048,4,43,0,1
805,80159,92364,6,31,1,0
840,1981,59172,4,35,0,1
127,33137,67660,6,37,0,1
106,1730,82349,8,47,0,0
604,20889,2586,4,23,0,1
799,88159,66791,1,36,1,1
378,83594,10182,4,40,1,0
905,46251,84205,7,90,0,1
51,49020,7186,3,89,0,1
29,67331,67953,1,81,1,1
462,80457,70127,9,15,1,1
296,3362,16016,2,37,0,0
297,67081,15348,8,4,1,0
726,82072,68147,8,22,1,0
779,75585,24326,7,81,1,1
407,54822,25125,7,22,1,0
769,89599,48480,7,81,0,0
814,50918,7948,7,78,1,1
613,30032,14374,7,78,0,0
405,7001,54645,0,17,0,1
346,99123,96594,5,72,0,1
622,8697,35333,8,98,1,1
420,64009,16404,7,90,1,0
182,72491,11394,2,94,0,0
983,84314,26525,0,86,1,1
825,8363,68811,1,80,0,0
1,63393,93411,1,94,0,1
831,25905,9525,6,80,1,0
950,91779,91649,5,38,1,0
567,11974,93564,1,24,1,0
371,93165,45090,7,99,0,0
936,86502,73846,8,6,0,0
911,14179,68395,6,68,1,1
661,49950,16191,3,82,0,0
431,72879,102,0,6,0,0
969,95508,50511,3,26,0,0
309,9118,41058,3,91,1,0
137,49600,95796,7,41,1,0
202,12200,20807,3,75,1,1
436,57121,15348,3,38,0,1
313,19900,71409,1,80,1,1
117,63500,78422,9,83,0,0
666,92546,51820,6,43,0,0
937,29537,15137,3,53,0,1
803,76637,67521,5,15,1,1
575,46775,81967,2,90,0,1
244,20042,40712,6,56,1,1
537,20962,88131,5,56,0,0
602,11769,13550,2,31,1,1
75,53872,9591,3,83,1,0
806,16016,74904,9,57,1,1
386,10978,93393,4,51,1,0
903,3085,6891,8,24,1,0
210,98005,28414,5,58,1,0
475,73748,51983,3,73,1,1
418,41335,94219,6,87,1,0
347,19031,87186,1,4,0,0
529,92976,65729,3,10,0,1
640,436,10067,4,63,0,1
939,43033,81854,3,73,0,1
955,84999,43320,3,83,0,1
876,45636,74263,8,15,1,1
763,69604,5047,1,98,1,1
179,99314,39519,5,63,1,0
182,51248,56231,7,19,1,0
664,16379,88814,7,63,1,1
25,68765,28976,6,56,0,1
967,71486,88544,9,21,0,0
180,86224,20071,3,34,1,0
710,77585,62639,6,17,0,0
501,74155,98220,9,18,0,1
856,92011,49328,5,81,1,0
161,98718,74595,5,66,1,0
177,77373,28361,1,51,0,1
285,66770,61360,7,65,0,1
63,76574,81471,7,43,1,1
662,54128,84893,6,57,0,0
666,90122,3446,8,10,1,1
156,91732,96443,7,37,0,0
882,71228,96054,8,48,0,0
469,18208,56276,8,69,1,1
49,52595,52400,5,56,0,0
967,82906,11440,1,76,1,1
849,93285,33112,6,36,0,1
84,76633,35493,2,31,0,1
361,99125,75233,6,55,1,1
689,56930,25657,8,38,0,0
148,74740,64304,9,73,1,1
630,52609,73373,9,90,1,0
342,66506,17376,1,15,0,0
476,94320,54739,5,16,1,1
63,39619,7410,5,77,1,0
701,49749,35267,8,89,1,1
360,34624,84980,8,94,0,1
561,96593,10491,4,53,1,1
327,33985,50721,4,56,1,0
769,44469,10992,8,7,0,1
736,95502,76833,7,57,1,1
141,30776,78686,6,55,1,0
990,64193,36242,7,52,1,1
215,47864,45779,5,4,0,1
435,50899,41715,2,43,0,1
891,79514,47653,6,40,0,1
952,93195,79171,7,30,0,1
723,72407,41102,7,10,0,1
318,82162,70758,0,94,0,0
32,95532,9952,6,7,1,1
670,32023,5487,2,36,0,1
285,78488,97395,1,35,0,1
305,47674,40094,1,88,0,1
429,43491,33825,7,39,0,0
477,53764,72782,8,36,1,1
286,67484,660,2,20,1,0
144,31127,56665,2,49,0,1
424,35564,1412,5,96,1,1
19,34585,18305,9,59,0,0
18,19556,11695,0,49,1,0
769,74895,87666,5,90,0,1
590,35654,21429,2,26,0,1
371,47022,68287,3,36,0,1
175,13509,75642,8,43,0,1
194,69427,35745,2,99,1,1
502,91500,87602,0,43,0,1
988,36739,93482,2,99,1,0
113,63727,87410,6,76,1,1
114,83524,69719,6,33,1,1
222,19792,33613,4,78,0,1
678,89137,8849,0,97,1,0
947,78940,30883,7,45,1,0
831,54300,60745,9,45,1,0
644,93163,82961,7,88,0,1
897,57515,53275,9,15,1,0
264,18174,84316,9,95,0,1
925,15649,62809,9,17,1,1
55,30063,17423,1,12,1,1
871,91556,50862,9,22,0,1
643,96462,88320,2,23,0,1
800,52365,64322,3,90,1,1
778,16161,34593,0,78,0,1
458,58326,58428,3,12,1,0
979,28910,12313,4,68,1,0
878,60106,97467,2,51,0,0
162,22900,47030,9,13,0,1
380,75576,27813,1,57,0,0
993,69560,72823,5,55,1,1
87,57867,98436,7,82,1,0
55,28154,32683,6,28,1,0
476,75419,80044,0,44,0,1
800,45497,22469,3,19,0,0
178,13333,48028,2,46,0,1
391,90120,69050,5,3,1,0
349,25168,19610,8,83,0,0
8,65827,12220,8,20,0,0
833,90710,99947,6,25,1,1
313,70553,98675,8,75,0,1
759,25932,5395,7,56,0,0
835,86342,20560,4,81,1,0
984,13782,15063,8,61,1,1
983,92398,77216,6,55,1,0
443,23483,87922,4,35,1,0
767,58260,27428,7,78,1,1
328,93432,84729,6,59,1,0
54,23766,21705,8,39,0,0
761,58917,44913,9,57,0,1
239,91298,46471,0,83,1,1
229,34742,47698,8,67,1,1
579,41930,60876,6,34,0,1
51,10334,72358,0,41,1,0
609,57716,41069,0,22,1,1
604,9321,37012,4,27,0,1
264,11510,38474,7,21,0,0
418,80155,72402,8,41,1,1
803,61513,62884,5,31,1,1
96,1151,49982,9,27,0,0
88,75401,16028,7,37,1,1
78,77018,21374,5,66,0,1
288,78216,34516,5,54,0,0
120,56663,86248,3,9,1,1
814,97959,61098,4,83,0,1
491,44857,29147,1,42,0,0
912,77575,43456,2,36,0,0
452,51357,37234,2,10,1,1
500,95600,67142,4,59,1,1
165,407,51410,4,40,1,1
